CODPRO;NOMEPRO;DESCPROCORTAM;ESTPROCORTAM;PRCOMPRAPRO;PRVENDAPRO;DTCADPRO;;;
116.875;OCULOS FEM DE SOL AVIADOR LENTE ROSA CARMIM;DOURADO/PRETO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.865;OCULOS FEM DE SOL AVIADOR CARMIM;DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.869;OCULOS FEM DE SOL AVIADOR LENTE ESPELHADA CARMIM;DOURADO/BRANCO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.872;OCULOS FEM DE SOL GATINHA DETALHE VINHO CARMIM;BEGE/VINHO/DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.870;OCULOS FEM DE SOL GATINHA VINHO CARMIM;VINHO/DOURADO - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.874;OCULOS FEM DE SOL DETALHE LENTE E PRETA CARMIM;TRANSPARENTE - UN;1;129;319;28.01.2020;; R$ 129,00 ;319
116.880;BLAZER FEM ML BASICO TECHNO BLOCK C/ BOLSOS LAFORT;OFF WHITE - 38;1;398;958,98;28.01.2020;; R$ 398,00 ;958,98
116.882;CALCA FEM KELLY COSALTO CINT. ELASTICO C/ CORDAO LAFORT;PRETO - 34;1;408;988,99;28.01.2020;; R$ 408,00 ;988,99
116.882;CALCA FEM KELLY COSALTO CINT. ELASTICO C/ CORDAO LAFORT;PRETO - 36;1;408;988,99;28.01.2020;; R$ 408,00 ;988,99
116.881;BLAZER FEM ML BASICO TECHNO BLOCK C/ BOLSOS LAFORT;VERDE - 36;1;398;958,98;28.01.2020;; R$ 398,00 ;958,98
116.881;BLAZER FEM ML BASICO TECHNO BLOCK C/ BOLSOS LAFORT;VERDE - 38;1;398;958,98;28.01.2020;; R$ 398,00 ;958,98
116.881;BLAZER FEM ML BASICO TECHNO BLOCK C/ BOLSOS LAFORT;VERDE - 40;1;398;958,98;28.01.2020;; R$ 398,00 ;958,98
116.883;CALCA FEM SKINNY COM CINTO SABRINA LAFORT;PRETO - 40;1;428;1.029,00;28.01.2020;; R$ 428,00 ;1029
116.884;CAMISETA MASC MC PIQUET CARMEL SPORT COLORCLASSIC ELLUS;PRETO - P;1;69,9;169;29.01.2020;; R$ 69,90 ;169
116.886;BLUSA MASC ML MOLETOM WILDLIFE SEA SHEPHERDCARECA ELLUS;PRETO - P;1;139,5;339;29.01.2020;; R$ 139,50 ;339
116.886;BLUSA MASC ML MOLETOM WILDLIFE SEA SHEPHERDCARECA ELLUS;PRETO - M;1;139,5;339;29.01.2020;; R$ 139,50 ;339
116.886;BLUSA MASC ML MOLETOM WILDLIFE SEA SHEPHERDCARECA ELLUS;PRETO - G;1;139,5;339;29.01.2020;; R$ 139,50 ;339
116.887;CAMISETA MASC MC PIQUET CHEVRON COLLAR CLASSIC ELLUS;VERDE - P;1;69,9;169;29.01.2020;; R$ 69,90 ;169
116.887;CAMISETA MASC MC PIQUET CHEVRON COLLAR CLASSIC ELLUS;VERDE - M;1;69,9;169;29.01.2020;; R$ 69,90 ;169
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;VERMELHO - M;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;VERMELHO - GG;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;PRETO - M;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;OFF WHITE - M;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;OFF WHITE - G;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;MARROM - M;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;MARINHO - P;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;MARINHO - G;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;VERMELHO - G;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;VERDE - P;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;ROXO - M;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;MARROM - P;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.888;CAMISETA MASC MC POLO EASSA FRISOS CLASSIC ELLUS;ROSA ESCURO - M;1;59,9;149;29.01.2020;; R$ 59,90 ;149
116.889;CAMISETA MASC MC POLO MESCLA EASA FRISOS CLASSIC ELLUS;CINZA - P;1;59,9;149;30.01.2020;; R$ 59,90 ;149
116.889;CAMISETA MASC MC POLO MESCLA EASA FRISOS CLASSIC ELLUS;PRETO - P;1;59,9;149;30.01.2020;; R$ 59,90 ;149
116.889;CAMISETA MASC MC POLO MESCLA EASA FRISOS CLASSIC ELLUS;PRETO - M;2;59,9;149;30.01.2020;; R$ 119,80 ;298
116.889;CAMISETA MASC MC POLO MESCLA EASA FRISOS CLASSIC ELLUS;PRETO - G;2;59,9;149;30.01.2020;; R$ 119,80 ;298
116.890;CAMISETA MASC MC POLO PIQUET SSTRETCH TRICOLOR ELLUS;AZUL - P;1;74,9;189;30.01.2020;; R$ 74,90 ;189
116.889;CAMISETA MASC MC POLO MESCLA EASA FRISOS CLASSIC ELLUS;PRETO - GG;1;59,9;149;30.01.2020;; R$ 59,90 ;149
116.889;CAMISETA MASC MC POLO MESCLA EASA FRISOS CLASSIC ELLUS;PRETO - XGG;1;59,9;149;30.01.2020;; R$ 59,90 ;149
116.890;CAMISETA MASC MC POLO PIQUET SSTRETCH TRICOLOR ELLUS;AZUL - M;2;74,9;189;30.01.2020;; R$ 149,80 ;378
116.890;CAMISETA MASC MC POLO PIQUET SSTRETCH TRICOLOR ELLUS;AZUL - G;2;74,9;189;30.01.2020;; R$ 149,80 ;378
116.890;CAMISETA MASC MC POLO PIQUET SSTRETCH TRICOLOR ELLUS;AZUL - GG;1;74,9;189;30.01.2020;; R$ 74,90 ;189
116.890;CAMISETA MASC MC POLO PIQUET SSTRETCH TRICOLOR ELLUS;PRETO - P;1;74,9;189;30.01.2020;; R$ 74,90 ;189
116.890;CAMISETA MASC MC POLO PIQUET SSTRETCH TRICOLOR ELLUS;PRETO - M;2;74,9;189;30.01.2020;; R$ 149,80 ;378
116.891;CAMISETA MASC MC COTTOM FINE EASA CLASSIC ELLUS;BRANCO - M;1;39,9;99;30.01.2020;; R$ 39,90 ;99
116.892;CALCA MASC STORM ELASTIC II ST SLIM E SERIFA ELLUS;PRETO - 38;2;119,9;288,99;30.01.2020;; R$ 239,80 ;577,98
116.893;TOP FEM MANGA 3/4 FIVELA ELASTICO COSTAS ANIMALE;AMARELO - 40;1;180,91;439;30.01.2020;; R$ 180,91 ;439
116.894;SAIA FEM MIDI 4 BOTOES FRENTE LINHO ANIMALE;AMARELO - 36;1;226,36;548,99;30.01.2020;; R$ 226,36 ;548,99
116.896;CAMISA FEM ML DETALHE NA GOLAADRIANA  ANIMALE;AZUL ESTAMPADO - 38;1;253,64;608,99;31.01.2020;; R$ 253,64 ;608,99
116.901;CINTO FEM LINHO NAIF 4,5CM FIVELA REDONDA SKAZI;AZUL JEANS - P;1;99,9;249;31.01.2020;; R$ 99,90 ;249
116.899;JAQUETA FEM ML RASGADA C/ BOLSOS LIU LASER ANIMALE;JEANS - M;1;271,82;659;31.01.2020;; R$ 271,82 ;659
116.899;JAQUETA FEM ML RASGADA C/ BOLSOS LIU LASER ANIMALE;JEANS - G;1;271,82;659;31.01.2020;; R$ 271,82 ;659
116.901;CINTO FEM LINHO NAIF 4,5CM FIVELA REDONDA SKAZI;PRETO - PP;1;99,9;249;31.01.2020;; R$ 99,90 ;249
116.901;CINTO FEM LINHO NAIF 4,5CM FIVELA REDONDA SKAZI;PRETO - M;1;99,9;249;31.01.2020;; R$ 99,90 ;249
116.903;VESTIDO FEM MC BUFANTE LONGO DECOTE FRENTE SKAZI;OFF WHITE/PRETO - P;1;899,9;2.169,03;31.01.2020;; R$ 899,90 ;2169,03
116.904;VESTIDO FEM OMBRO SO ML LONGO TRICOT RENDADO SKAZI;ROSE - P;1;799,9;1.929,04;31.01.2020;; R$ 799,90 ;1929,04
116.904;VESTIDO FEM OMBRO SO ML LONGO TRICOT RENDADO SKAZI;ROSE - M;1;799,9;1.929,04;31.01.2020;; R$ 799,90 ;1929,04
116.907;MACAQUINHO FEM ML CURTO PAETE DECOTADO SKAZI;COBRE - P;1;799,9;1.929,04;31.01.2020;; R$ 799,90 ;1929,04
116.916;OCULOS FEM DE SOL GATINHA LENTE PRETO CARMIM;PRETO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
117.010;BLUSA FEM ML GOLA  ALTO BORDADA PATBO;PRETO - 38;1;562,08;1.348,99;12.02.2020;; R$ 562,08 ;1348,99
116.917;OCULOS FEM DE SOL AREDONDADO VINHO CARMIM;VINHO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.919;OCULOS FEM DE SOL AREDONDADO ROSE CARMIM;ROSE - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.920;OCULOS FEM DE SOL REDONDINHO GATINHA CARMIM;PRETO/VERDE - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.921;OCULOS FEM DE SOL AREDONDADO PRETO CARMIM;PRETO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.922;OCULOS FEM DE SOL GATINHA CARMIM;MARROM - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.924;OCULOS FEM DE SOL REDONDO VERDE CARMIM;VERDE - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.938;OCULOS FEM DE SOL GATINHA BORDO CARMIM;BORDO/DOURADO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.941;CAMISETA MASC MC POLO INTERLOCK PIMA VR;BORDO - P;1;156,03;379;05.02.2020;; R$ 156,03 ;379
116.920;OCULOS FEM DE SOL REDONDINHO GATINHA CARMIM;VINHO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.941;CAMISETA MASC MC POLO INTERLOCK PIMA VR;BORDO - M;1;156,03;379;05.02.2020;; R$ 156,03 ;379
116.929;OCULOS FEM DE SOL GATINHA PRETO/PRATA CARMIM;PRETO/PRATA - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.937;OCULOS FEM DE SOL GATINHA CARMIM;AZUL - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.920;OCULOS FEM DE SOL REDONDINHO GATINHA CARMIM;BRANCO/MARRON - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.933;OCULOS FEM DE SOL GATINHA DET. DOURADO CARMIM;PRETO/DOURADO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.939;OCULOS FEM DE SOL ESPELHADO DET. PRATA CARMIM;PRATA - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.934;OCULOS FEM DE SOL AREDONDADO GATINHA CARMIM;ROXO/DOURADO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.920;OCULOS FEM DE SOL REDONDINHO GATINHA CARMIM;PRETO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.928;OCULOS FEM DE SOL GATINHA DET. DOURADO CARMIM;VINHO/DOURADO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.937;OCULOS FEM DE SOL GATINHA CARMIM;VERDE - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.935;OCULOS FEM DE SOL AVIADOR PRATA CARMIM;PRATA - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.940;OCULOS FEM DE SOL GATINHA DET. DOURADO CARMIM;VINHO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.934;OCULOS FEM DE SOL AREDONDADO GATINHA CARMIM;VERDE/DOURADO - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.920;OCULOS FEM DE SOL REDONDINHO GATINHA CARMIM;AZUL/MARROM - UN;1;129;319;05.02.2020;; R$ 129,00 ;319
116.941;CAMISETA MASC MC POLO INTERLOCK PIMA VR;BORDO - GG;1;156,03;379;05.02.2020;; R$ 156,03 ;379
116.943;CAMISA MASC ML SLINEN LILKE VR;XADREZ/BCO/BEGE/AZUL - P;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.943;CAMISA MASC ML SLINEN LILKE VR;XADREZ/BCO/BEGE/AZUL - M;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.943;CAMISA MASC ML SLINEN LILKE VR;XADREZ/BCO/BEGE/AZUL - G;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.943;CAMISA MASC ML SLINEN LILKE VR;XADREZ/BCO/BEGE/AZUL - GG;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.942;CAMISETA MASC MC POOLO JERSEY PIMA VR;MARINHO - P;1;123,76;299;05.02.2020;; R$ 123,76 ;299
116.942;CAMISETA MASC MC POOLO JERSEY PIMA VR;MARINHO - M;1;123,76;299;05.02.2020;; R$ 123,76 ;299
116.942;CAMISETA MASC MC POOLO JERSEY PIMA VR;VINHO - P;1;123,76;299;05.02.2020;; R$ 123,76 ;299
116.942;CAMISETA MASC MC POOLO JERSEY PIMA VR;VINHO - M;1;123,76;299;05.02.2020;; R$ 123,76 ;299
116.942;CAMISETA MASC MC POOLO JERSEY PIMA VR;VINHO - GG;1;123,76;299;05.02.2020;; R$ 123,76 ;299
116.944;CAMISA MASC ML XADREZ MELANGE VR;VERDE QUARTEL/XADREZ - P;2;155,67;378,99;05.02.2020;; R$ 311,34 ;757,98
116.944;CAMISA MASC ML XADREZ MELANGE VR;VERDE QUARTEL/XADREZ - M;2;155,67;378,99;05.02.2020;; R$ 311,34 ;757,98
116.944;CAMISA MASC ML XADREZ MELANGE VR;VERDE QUARTEL/XADREZ - G;1;155,67;378,99;05.02.2020;; R$ 155,67 ;378,99
116.799;SAIA FEM MIDI COM CINTO ARGOLA LINHO C/ GRIPER PATBO;BEGE - 38;1;827,92;1.987,01;21.01.2020;; R$ 827,92 ;1987,01
116.798;CALCA FEM DE LINHO BOLSO FACA PATBO;MARROM - 36;1;362,5;870;21.01.2020;; R$ 362,50 ;870
116.945;CAMISA MASC ML LINEN LILKE VR;XADREZ/AZUL/CINZA - P;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.945;CAMISA MASC ML LINEN LILKE VR;XADREZ/AZUL/CINZA - M;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.945;CAMISA MASC ML LINEN LILKE VR;XADREZ/AZUL/CINZA - G;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.945;CAMISA MASC ML LINEN LILKE VR;XADREZ/AZUL/CINZA - XGG;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.946;CAMISA MASC ML LINEM LIKE VR;XADREZ/BEGE - P;2;169,86;409,01;05.02.2020;; R$ 339,72 ;818,02
116.946;CAMISA MASC ML LINEM LIKE VR;XADREZ/BEGE - M;1;169,86;409,01;05.02.2020;; R$ 169,86 ;409,01
116.947;CAMISA MASC ML SATIN STRECH LISA VR;AZUL - P;1;141,13;338,99;05.02.2020;; R$ 141,13 ;338,99
116.947;CAMISA MASC ML SATIN STRECH LISA VR;AZUL - G;1;141,13;338,99;05.02.2020;; R$ 141,13 ;338,99
116.947;CAMISA MASC ML SATIN STRECH LISA VR;VINHO - P;1;141,13;338,99;05.02.2020;; R$ 141,13 ;338,99
116.947;CAMISA MASC ML SATIN STRECH LISA VR;VINHO - M;2;141,13;338,99;05.02.2020;; R$ 282,26 ;677,98
116.947;CAMISA MASC ML SATIN STRECH LISA VR;MARINHO - M;2;141,13;338,99;05.02.2020;; R$ 282,26 ;677,98
116.947;CAMISA MASC ML SATIN STRECH LISA VR;MARINHO - G;1;141,13;338,99;05.02.2020;; R$ 141,13 ;338,99
116.947;CAMISA MASC ML SATIN STRECH LISA VR;MARINHO - GG;1;141,13;338,99;05.02.2020;; R$ 141,13 ;338,99
120.120;SAPATO MASC NAVY/CARVA COURO BOVINO SOLADO BORRACHA DEMOCRATA;MARROM - 39;1;70,96;179;03.11.2020;; R$ 70,96 ;179
116.958;CINTO FEM ESTREITO DE CAMURCA FABIANA MILAZZO;VERMELHO - 36;1;140;339;06.02.2020;; R$ 140,00 ;339
116.844;CALCA FEM BOLSO FACA COM PREGAS FRENTE PATBO;PRETO - 38;1;441,67;1.060,01;27.01.2020;; R$ 441,67 ;1060,01
116.844;CALCA FEM BOLSO FACA COM PREGAS FRENTE PATBO;PRETO - 40;1;441,67;1.060,01;27.01.2020;; R$ 441,67 ;1060,01
116.844;CALCA FEM BOLSO FACA COM PREGAS FRENTE PATBO;DOURADO - 38;1;441,67;1.060,01;27.01.2020;; R$ 441,67 ;1060,01
116.960;VESTIDO FEM DRAP DE TULE BORDADO C/CINTO FABIANA MILAZZ;PRATA AZULADO - 38;1;4.495,00;10.788,90;06.02.2020;; R$ 4.495,00 ;10788,9
116.961;SAIA FEM MIDI XADREZ PONTAS FABIANA MILAZZO;XADREZ PINK - 36;1;262;629,01;06.02.2020;; R$ 262,00 ;629,01
116.171;CROPPED FEM  MANGA FOFA 3/4 PATRICIA BONALDI;OFF WHITE - 38;1;541;1.300,02;18.10.2019;; R$ 541,00 ;1300,02
116.171;CROPPED FEM  MANGA FOFA 3/4 PATRICIA BONALDI;OFF WHITE - 40;1;541;1.300,02;18.10.2019;; R$ 541,00 ;1300,02
116.171;CROPPED FEM  MANGA FOFA 3/4 PATRICIA BONALDI;ROSA - 38;1;541;1.300,02;18.10.2019;; R$ 541,00 ;1300,02
116.841;BLUSA FEM ML DETALHE FRENTE TULE BABADINHO C/ TOP PATBO;VERDE - 40;2;412,08;988,99;27.01.2020;; R$ 824,16 ;1977,98
116.815;CAMISA FEM ML BOTAOZINHO DET. RENDA OMBRO C/ TOP PATBO;OFF WHITE ESTAMPADO - 36;1;495,42;1.189,01;22.01.2020;; R$ 495,42 ;1189,01
116.815;CAMISA FEM ML BOTAOZINHO DET. RENDA OMBRO C/ TOP PATBO;OFF WHITE ESTAMPADO - 38;1;495,42;1.189,01;22.01.2020;; R$ 495,42 ;1189,01
116.815;CAMISA FEM ML BOTAOZINHO DET. RENDA OMBRO C/ TOP PATBO;OFF WHITE ESTAMPADO - 42;1;495,42;1.189,01;22.01.2020;; R$ 495,42 ;1189,01
116.815;CAMISA FEM ML BOTAOZINHO DET. RENDA OMBRO C/ TOP PATBO;OFF WHITE ESTAMPADO - 44;1;495,42;1.189,01;22.01.2020;; R$ 495,42 ;1189,01
116.956;CROPPED FEM MANGA 3/4 GOLA ALTA COM LACO FABIANAMILAZZO;BRANCO POA - 38;1;247;599;06.02.2020;; R$ 247,00 ;599
116.956;CROPPED FEM MANGA 3/4 GOLA ALTA COM LACO FABIANAMILAZZO;BRANCO POA - 40;1;247;599;06.02.2020;; R$ 247,00 ;599
116.963;CONJUNTO FEM TOP MANGA BUFANTE E SAIA DET. FENDA SKAZI;PRETO - P;1;649,9;1.568,99;06.02.2020;; R$ 649,90 ;1568,99
116.964;CROPPED FEM ORGANZA BORDADA COM PEROLA SKAZI;PRETO - P;1;369,9;889,02;06.02.2020;; R$ 369,90 ;889,02
116.962;SAIA FEM LONGA MARIAS XADREZ FABIANA MILAZZO;XADREZ PINK - 38;1;409;989;06.02.2020;; R$ 409,00 ;989
116.964;CROPPED FEM ORGANZA BORDADA COM PEROLA SKAZI;PRETO - M;1;369,9;889,02;06.02.2020;; R$ 369,90 ;889,02
116.964;CROPPED FEM ORGANZA BORDADA COM PEROLA SKAZI;PRETO - G;1;369,9;889,02;06.02.2020;; R$ 369,90 ;889,02
116.966;CALCA FEM COS ALTO ELASTICO ATRAS DETALHE BARRA SKAZI;BEGE - P;1;329,9;798,98;06.02.2020;; R$ 329,90 ;798,98
116.972;CINTO MASC STRIPE ELLUS;PRETO - 85;1;99,9;249;06.02.2020;; R$ 99,90 ;249
116.973;COSTUME MASC PV ANAT LISO STRETCH VR;PRETO - 62;1;593,87;1.429,03;06.02.2020;; R$ 593,87 ;1429,03
116.974;PALETO MASC LINHO XADREZ COM BOLSOS VR;XADREZ CINZA - 48;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.974;PALETO MASC LINHO XADREZ COM BOLSOS VR;XADREZ CINZA - 50;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.974;PALETO MASC LINHO XADREZ COM BOLSOS VR;XADREZ CINZA - 54;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.974;PALETO MASC LINHO XADREZ COM BOLSOS VR;XADREZ CINZA - 52;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.975;PALETO MASC NYLON SLUB VR;MARINHO - 46;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.975;PALETO MASC NYLON SLUB VR;MARINHO - 48;2;425,53;1.029,02;06.02.2020;; R$ 851,06 ;2058,04
116.975;PALETO MASC NYLON SLUB VR;MARINHO - 50;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.975;PALETO MASC NYLON SLUB VR;MARINHO - 52;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.975;PALETO MASC NYLON SLUB VR;MARINHO - 54;1;425,53;1.029,02;06.02.2020;; R$ 425,53 ;1029,02
116.947;CAMISA MASC ML SATIN STRECH LISA VR;OFF WHITE - G;2;141,13;338,99;05.02.2020;; R$ 282,26 ;677,98
116.947;CAMISA MASC ML SATIN STRECH LISA VR;OFF WHITE - XGG;1;141,13;338,99;05.02.2020;; R$ 141,13 ;338,99
116.947;CAMISA MASC ML SATIN STRECH LISA VR;PRETO - M;2;141,13;338,99;05.02.2020;; R$ 282,26 ;677,98
116.976;CAMISA MASC ML FIL A FIL LISA VR;CINZA ESCURO - M;2;162,77;399;07.02.2020;; R$ 325,54 ;798
116.976;CAMISA MASC ML FIL A FIL LISA VR;CINZA ESCURO - G;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.976;CAMISA MASC ML FIL A FIL LISA VR;CINZA ESCURO - GG;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.976;CAMISA MASC ML FIL A FIL LISA VR;AZUL ESCURO - P;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.976;CAMISA MASC ML FIL A FIL LISA VR;AZUL CLARO - P;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.976;CAMISA MASC ML FIL A FIL LISA VR;AZUL ESCURO - M;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.976;CAMISA MASC ML FIL A FIL LISA VR;AZUL ESCURO - XGG;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.976;CAMISA MASC ML FIL A FIL LISA VR;VERDE ESCURO - M;1;162,77;399;07.02.2020;; R$ 162,77 ;399
116.977;CALCA MASC OFFICE BASICA BOLSO FACA VR;PRETO - 38;1;204,81;499;07.02.2020;; R$ 204,81 ;499
116.977;CALCA MASC OFFICE BASICA BOLSO FACA VR;PRETO - 40;1;204,81;499;07.02.2020;; R$ 204,81 ;499
116.977;CALCA MASC OFFICE BASICA BOLSO FACA VR;PRETO - 44;2;204,81;499;07.02.2020;; R$ 409,62 ;998
116.977;CALCA MASC OFFICE BASICA BOLSO FACA VR;PRETO - 48;1;204,81;499;07.02.2020;; R$ 204,81 ;499
116.979;CALCA MASC URBAN LISA STRECH VR;MARINHO - 46;1;233,69;568,99;07.02.2020;; R$ 233,69 ;568,99
116.978;CALCA MASC DE LINHO XADREZ VR;XADREZ CINZA - 38;1;202,13;488,99;07.02.2020;; R$ 202,13 ;488,99
116.978;CALCA MASC DE LINHO XADREZ VR;XADREZ CINZA - 42;1;202,13;488,99;07.02.2020;; R$ 202,13 ;488,99
116.980;TENIS FEM FECHADO SALTO BAIXO KNIT SOLA ESCRITO SCHUTZ;NUDE/BRANCO - 34;1;172,33;419;07.02.2020;; R$ 172,33 ;419
116.980;TENIS FEM FECHADO SALTO BAIXO KNIT SOLA ESCRITO SCHUTZ;VERMELHO - 37;1;172,33;419;07.02.2020;; R$ 172,33 ;419
116.983;MULE FEM ABERTO NO CALCANHAR SALTO ALTO KNIT SCHUTZ;PRETO - 34;1;172,33;419;07.02.2020;; R$ 172,33 ;419
116.983;MULE FEM ABERTO NO CALCANHAR SALTO ALTO KNIT SCHUTZ;PRETO - 35;1;172,33;419;07.02.2020;; R$ 172,33 ;419
116.983;MULE FEM ABERTO NO CALCANHAR SALTO ALTO KNIT SCHUTZ;PRETO - 36;2;172,33;419;07.02.2020;; R$ 344,66 ;838
116.983;MULE FEM ABERTO NO CALCANHAR SALTO ALTO KNIT SCHUTZ;PRETO - 37;2;172,33;419;07.02.2020;; R$ 344,66 ;838
116.983;MULE FEM ABERTO NO CALCANHAR SALTO ALTO KNIT SCHUTZ;PRETO - 39;1;172,33;419;07.02.2020;; R$ 172,33 ;419
116.984;SCARPIN FEM FECHADO SALTO ALTO ACAMURCADO SCHUTZ;VERMELHO - 34;1;150,23;368,99;07.02.2020;; R$ 150,23 ;368,99
116.984;SCARPIN FEM FECHADO SALTO ALTO ACAMURCADO SCHUTZ;VERMELHO - 35;2;150,23;368,99;07.02.2020;; R$ 300,46 ;737,98
116.984;SCARPIN FEM FECHADO SALTO ALTO ACAMURCADO SCHUTZ;VERMELHO - 36;2;150,23;368,99;07.02.2020;; R$ 300,46 ;737,98
116.984;SCARPIN FEM FECHADO SALTO ALTO ACAMURCADO SCHUTZ;VERMELHO - 37;1;150,23;368,99;07.02.2020;; R$ 150,23 ;368,99
116.987;SANDALIA FEM SALTO ALTO AMARRAR TORN. BOLINHA SCHUTZ;PRETO - 36;1;185,58;448,99;08.02.2020;; R$ 185,58 ;448,99
116.990;BOTA FEM SALTO BAIXO MULTIMATERIAL C/ CADARCO SCHUTZ;PRETO - 34;1;260,7;628,99;08.02.2020;; R$ 260,70 ;628,99
116.990;BOTA FEM SALTO BAIXO MULTIMATERIAL C/ CADARCO SCHUTZ;PRETO - 35;1;260,7;628,99;08.02.2020;; R$ 260,70 ;628,99
116.991;MULE FEM SALTO ALTO  TECIDOS ABERTO ATRAS SCHUTZ;BRANCO/PRETO - 34;1;172,33;419;08.02.2020;; R$ 172,33 ;419
116.991;MULE FEM SALTO ALTO  TECIDOS ABERTO ATRAS SCHUTZ;BRANCO/PRETO - 35;2;172,33;419;08.02.2020;; R$ 344,66 ;838
116.991;MULE FEM SALTO ALTO  TECIDOS ABERTO ATRAS SCHUTZ;BRANCO/PRETO - 36;1;172,33;419;08.02.2020;; R$ 172,33 ;419
116.991;MULE FEM SALTO ALTO  TECIDOS ABERTO ATRAS SCHUTZ;BRANCO/PRETO - 37;2;172,33;419;08.02.2020;; R$ 344,66 ;838
116.891;CAMISETA MASC MC COTTOM FINE EASA CLASSIC ELLUS;VINHO - P;1;39,9;99;30.01.2020;; R$ 39,90 ;99
116.891;CAMISETA MASC MC COTTOM FINE EASA CLASSIC ELLUS;VINHO - GG;1;39,9;99;30.01.2020;; R$ 39,90 ;99
